State,County,Website,Population,Coordinates,Wikidata ID
Texas,Stephens County,http://www.co.stephens.tx.us/,9247,Point(-98.84 32.74),Q114529
Texas,Jack County,http://www.jackcounty.org,8957,Point(-98.18 33.24),Q112673
Texas,San Augustine County,http://www.co.san-augustine.tx.us,8769,Point(-94.18 31.4),Q26744
Texas,Archer County,http://www.co.archer.tx.us,8681,Point(-98.69 33.61),Q108793
Texas,Somervell County,http://co.somervell.tx.us,8658,Point(-97.77 32.22),Q111844
Texas,Coleman County,http://www.co.coleman.tx.us,8543,Point(-99.45 31.77),Q109825
Texas,McCulloch County,http://www.co.mcculloch.tx.us,8330,Point(-99.35 31.2),Q112149
Texas,Hamilton County,http://www.co.hamilton.tx.us,8310,Point(-98.11 31.7),Q109308
Texas,Yoakum County,http://www.co.yoakum.tx.us,8184,Point(-102.82 33.18),Q112619
Texas,Castro County,http://www.co.castro.tx.us,8030,Point(-102.26 34.53),Q109830
Texas,Swisher County,http://www.co.swisher.tx.us/,7763,Point(-101.73 34.53),Q112882
Texas,Winkler County,http://www.co.winkler.tx.us/,7606,Point(-103.05 31.86),Q114479
Texas,Goliad County,http://www.co.goliad.tx.us,7465,Point(-97.43 28.65),Q27233
Texas,La Salle County,http://www.co.la-salle.tx.us/,7369,Point(-99.1 28.34),Q156440
Texas,Refugio County,http://www.co.refugio.tx.us,7305,Point(-97.17 28.32),Q26705
Texas,Brooks County,http://www.co.brooks.tx.us,7237,Point(-98.21 27.04),Q26584
Texas,Presidio County,http://www.co.presidio.tx.us,7201,Point(-104.23 30.0),Q113962
Texas,Bailey County,http://www.co.bailey.tx.us,7114,Point(-102.83 34.07),Q107973
Texas,Childress County,http://www.co.childress.tx.us,7095,Point(-100.2 34.54),Q109751
Texas,Dallam County,http://www.dallam.org,7057,Point(-102.59 36.29),Q109303
Texas,Garza County,http://www.co.garza.tx.us,6317,Point(-101.3 33.18),Q111663
Texas,Floyd County,http://www.co.floyd.tx.us,6230,Point(-101.3 34.07),Q110528
Texas,Hartley County,http://www.co.hartley.tx.us,6100,Point(-102.61 35.84),Q112714
Texas,San Saba County,http://www.co.san-saba.tx.us/,6012,Point(-98.81 31.16),Q484586
Texas,Carson County,http://www.co.carson.tx.us,6010,Point(-101.35 35.41),Q109155
Texas,Crosby County,http://www.co.crosby.tx.us,5991,Point(-101.3 33.61),Q109279
Texas,Haskell County,http://www.co.haskell.tx.us,5875,Point(-99.73 33.18),Q112768
Texas,Wheeler County,http://www.co.wheeler.tx.us,5751,Point(-100.27 35.4),Q111766
Texas,Lynn County,http://www.co.lynn.tx.us,5723,Point(-101.82 33.18),Q114323
Texas,Hansford County,http://www.co.hansford.tx.us,5555,Point(-101.35 36.28),Q109646
Texas,Martin County,http://www.co.martin.tx.us/,5312,Point(-101.96 32.3),Q484551
Texas,Jim Hogg County,http://www.co.jim-hogg.tx.us/,5245,Point(-98.68 27.05),Q279452
Texas,Delta County,http://www.co.delta.tx.us/,5238,Point(-95.67 33.39),Q109289
Texas,Mills County,http://www.co.mills.tx.us/,4907,Point(-98.59 31.5),Q156463
Texas,Crane County,http://www.co.crane.tx.us,4773,Point(-102.52 31.41),Q109447
Texas,Kimble County,http://www.co.kimble.tx.us,4481,Point(-99.75 30.49),Q26526
Texas,Hemphill County,http://www.co.hemphill.tx.us,4158,Point(-100.28 35.83),Q112078
Texas,Mason County,http://www.co.mason.tx.us,4128,Point(-99.22 30.72),Q111374
Texas,Concho County,http://www.co.concho.tx.us,4043,Point(-99.86 31.33),Q109795
Texas,Sutton County,http://www.co.sutton.tx.us,4006,Point(-100.54 30.5),Q26891
Texas,Fisher County,http://www.co.fisher.tx.us,3856,Point(-100.4 32.74),Q109975
Texas,Crockett County,http://www.co.crockett.tx.us,3807,Point(-101.41 30.73),Q108957
Texas,Knox County,http://www.knoxcountytexas.org,3767,Point(-99.74 33.61),Q110570
Texas,Baylor County,http://www.baylorcountytexas.com/,3614,Point(-99.22 33.63),Q108520
Texas,Reagan County,http://www.cvcog.org,3601,Point(-101.52 31.36),Q111851
Texas,Kinney County,http://www.co.kinney.tx.us,3586,Point(-100.42 29.35),Q110983
Texas,Donley County,http://www.co.donley.tx.us,3522,Point(-100.81 34.96),Q109451
Texas,Lipscomb County,http://www.co.lipscomb.tx.us,3485,Point(-100.27 36.28),Q112584
Texas,Shackelford County,http://www.shackelfordcounty.org/,3375,Point(-99.35 32.73),Q114550
Texas,Upton County,http://www.co.upton.tx.us,3372,Point(-102.04 31.36),Q113940
Texas,Real County,http://www.co.real.tx.us,3350,Point(-99.81 29.84),Q26710
Texas,Hudspeth County,http://www.co.hudspeth.tx.us/,3318,Point(-105.37 31.45),Q110257
Texas,Coke County,http://www.co.coke.tx.us,3210,Point(-100.53 31.88),Q108846
Texas,Schleicher County,http://www.co.schleicher.tx.us/,3206,Point(-100.54 30.9),Q110760
Texas,Collingsworth County,http://www.co.collingsworth.tx.us,3099,Point(-100.27 34.97),Q111647
Texas,Sherman County,http://www.co.sherman.tx.us,3093,Point(-101.89 36.28),Q114423
Texas,Cochran County,http://www.co.cochran.tx.us,3016,Point(-102.83 33.6),Q109779
Texas,Dickens County,http://www.co.dickens.tx.us,2291,Point(-100.78 33.62),Q108962
Texas,Culberson County,http://www.co.culberson.tx.us,2277,Point(-104.52 31.45),Q108607
Texas,Jeff Davis County,http://www.co.jeff-davis.tx.us,2253,Point(-104.13 30.72),Q484535
Texas,Menard County,http://co.menard.tx.us,2148,Point(-99.82 30.9),Q111821
Texas,Oldham County,http://www.co.oldham.tx.us,2102,Point(-102.6 35.4),Q112526
Texas,Armstrong County,http://www.co.armstrong.tx.us,1949,Point(-101.35 34.97),Q107977
Texas,Edwards County,http://www.edwardscountytexas.us/,1884,Point(-100.3 29.97),Q26595
Texas,Irion County,http://www.co.irion.tx.us,1612,Point(-100.98 31.3),Q156582
Texas,Throckmorton County,http://www.co.throckmorton.tx.us,1600,Point(-99.21 33.18),Q113854
Texas,Briscoe County,http://www.co.briscoe.tx.us,1537,Point(-101.21 34.53),Q109165
Texas,Cottle County,http://www.co.cottle.tx.us/,1452,Point(-100.27 34.08),Q109622
Texas,Glasscock County,http://www.co.glasscock.tx.us,1251,Point(-101.53 31.87),Q109293
Texas,Sterling County,http://www.co.sterling.tx.us,1219,Point(-101.05 31.82),Q156618
Texas,Motley County,http://www.co.motley.tx.us,1196,Point(-100.79 34.08),Q483888
Texas,Terrell County,http://www.co.terrell.tx.us,903,Point(-102.07 30.23),Q26898
Texas,Roberts County,http://www.co.roberts.tx.us,831,Point(-100.81 35.83),Q114445
Texas,Kent County,http://www.co.kent.tx.us,807,Point(-100.77 33.19),Q110978
Texas,McMullen County,http://www.co.mcmullen.tx.us,764,Point(-98.57 28.35),Q26735
Texas,Borden County,http://www.co.borden.tx.us,637,Point(-101.43 32.74),Q108866
Texas,Kenedy County,http://www.co.kenedy.tx.us,412,Point(-97.62 26.93),Q27031
Texas,King County,http://www.kingcountytx.com,285,Point(-100.25 33.61),Q110764
Texas,Loving County,http://www.lovingcountytexas.us,95,Point(-103.57 31.84),Q109209
Texas,Polk County,http://www.polkcountyiowa.gov,451677,Point(-93.57353 41.6855),Q485808
Texas,Polk County,http://www.polkcountyiowa.gov,451677,Point(-93.570277777 41.685),Q485808
Texas,Linn County,http://www.linncounty.org,216111,Point(-91.599722222 42.078611111),Q485741
Texas,Scott County,http://www.scottcountyiowa.com,170385,Point(-90.633888888 41.635833333),Q485474
Texas,Johnson County,http://www.johnson-county.com,139155,Point(-91.583333333 41.666666666),Q485746
Texas,Black Hawk County,http://www.co.black-hawk.ia.us,132546,Point(-92.305277777 42.468888888),Q156628
Texas,Woodbury County,http://www.woodbury-ia.com,102130,Point(-96.050833333 42.391388888),Q486006
Texas,Dubuque County,http://www.dubuquecounty.org,95697,Point(-90.878333333 42.470833333),Q113756
Texas,Pottawattamie County,http://www.pottcounty.com,92728,Point(-95.54239 41.33661),Q487677
Texas,Pottawattamie County,http://www.pottcounty.com,92728,Point(-95.533333333 41.333333333),Q487677
Texas,Story County,http://www.storycountyiowa.gov,92406,Point(-93.466388888 42.037777777),Q485364
Texas,Dallas County,http://www.co.dallas.ia.us,74641,Point(-94.035 41.682777777),Q110680
Texas,Clinton County,http://www.clintoncounty-ia.gov,48420,Point(-90.5275 41.892777777),Q111936
Texas,Warren County,http://www.co.warren.ia.us,47336,Point(-93.56 41.33),Q112737
Texas,Cerro Gordo County,http://www.co.cerro-gordo.ia.us,43575,Point(-93.266944444 43.079444444),Q111946
Texas,Muscatine County,http://www.co.muscatine.ia.us,42836,Point(-91.119722222 41.481111111),Q491390
Texas,Marshall County,http://www.co.marshall.ia.us,40994,Point(-93.001111111 42.034166666),Q485980
Texas,Des Moines County,http://www.co.des-moines.ia.us,40480,Point(-91.183888888 40.927777777),Q115386
Texas,Webster County,http://www.webstercountyia.org,37044,Point(-94.188611111 42.426111111),Q485726
Texas,Jasper County,http://www.co.jasper.ia.us,36641,Point(-93.061388888 41.688055555),Q485736
Texas,Lee County,http://www.leecounty.org,35682,Point(-91.474444444 40.642777777),Q485787
Texas,Wapello County,http://www.wapellocounty.org,35391,Point(-92.408888888 41.029444444),Q485467
Texas,Sioux County,http://www.siouxcounty.org,34547,Point(-96.179444444 43.081388888),Q486118
Texas,Marion County,http://www.co.marion.ia.us,33252,Point(-93.102222222 41.331111111),Q485452
Texas,Boone County,http://www.co.boone.ia.us,26364,Point(-93.932222222 42.036388888),Q111235
Texas,Benton County,http://www.cobentoniaus.com,25699,Point(-92.0675 42.079722222),Q111886
Texas,Plymouth County,http://www.co.plymouth.ia.us,24957,Point(-96.220277777 42.738333333),Q485710
Texas,Bremer County,http://www.co.bremer.ia.us,24624,Point(-92.316944444 42.774166666),Q113763
Texas,Mahaska County,http://www.mahaskacounty.org,22417,Point(-92.645555555 41.333888888),Q485922
Texas,Washington County,http://co.washington.ia.us,22015,Point(-91.719722222 41.334722222),Q386189
Texas,Buchanan County,http://www.co.buchanan.ia.us,20976,Point(-91.839166666 42.471944444),Q115396
Texas,Jones County,http://www.jonescountyiowa.org,20611,Point(-91.134722222 42.12),Q485974
Texas,Carroll County,http://www.co.carroll.ia.us,20598,Point(-94.858888888 42.037222222),Q430113
Texas,Buena Vista County,http://www.co.buena-vista.ia.us,20567,Point(-95.150277777 42.735),Q111957
Texas,Fayette County,http://fayettecountyiowa.org,20502,Point(-91.849444444 42.865),Q486184
Texas,Henry County,http://www.henrycountyiowa.us,20222,Point(-91.541944444 40.986666666),Q178281
Texas,Jackson County,http://www.co.jackson.ia.us,19587,Point(-90.575 42.170277777),Q485780
Texas,Poweshiek County,http://www.poweshiekcounty.org,18601,Point(-92.53 41.684166666),Q485470
Texas,Cedar County,http://www.cedarcounty.org,18393,Point(-91.128611111 41.768055555),Q156475
Texas,Clayton County,http://www.claytoncountyia.gov,17773,Point(-91.343333333 42.843611111),Q113815
Texas,Tama County,http://www.tamacounty.org,17576,Point(-92.531388888 42.078611111),Q119372
Texas,Delaware County,http://www.co.delaware.ia.us,17534,Point(-91.370277777 42.469444444),Q115281
Texas,Hardin County,http://www.co.hardin.ia.us,17441,Point(-93.244722222 42.373888888),Q485484
Texas,Crawford County,http://www.crawfordcounty.org,17434,Point(-95.378611111 42.037222222),Q113823
Texas,Dickinson County,http://www.co.dickinson.ia.us,16955,Point(-95.149722222 43.375833333),Q112069
Texas,Clay County,http://www.co.clay.ia.us,16491,Point(-95.149444444 43.080833333),Q156488
Texas,Iowa County,http://www.co.iowa.ia.us,16330,Point(-92.066944444 41.686111111),Q486000
Texas,Floyd County,http://www.floydcoia.org,16092,Point(-92.783888888 43.056666666),Q486143
Texas,Page County,http://www.co.page.ia.us,15713,Point(-95.15017 40.73914),Q240621
Texas,Page County,http://www.co.page.ia.us,15713,Point(-95.148055555 40.738055555),Q240621
Texas,Madison County,http://www.madisoncoia.us,15448,Point(-94.01 41.33),Q115404
Texas,Kossuth County,http://www.co.kossuth.ia.us,15321,Point(-94.205555555 43.205),Q113201
Texas,Hamilton County,http://www.hamiltoncounty.org,15312,Point(-93.710833333 42.381944444),Q486160
Texas,Butler County,http://www.butlercoiowa.org,15021,Point(-92.791388888 42.731666666),Q113783
Texas,Mills County,http://www.millscoia.us,14896,Point(-95.62133 41.03345),Q485720
Texas,Mills County,http://www.millscoia.us,14896,Point(-95.618888888 41.033055555),Q485720
Texas,Harrison County,http://www.harrisoncountyia.org,14431,Point(-95.824166666 41.682222222),Q485729
Texas,Allamakee County,http://www.co.allamakee.ia.us,14169,Point(-91.374166666 43.286666666),Q111859
Texas,O'Brien County,http://www.obriencounty.com,14044,Point(-95.626111111 43.081388888),Q491436
Texas,O'Brien County,http://www.obriencounty.com,14044,Point(-95.62488 43.08375),Q491436
Texas,Cass County,http://www.casscountyiowa.us,13598,Point(-94.929166666 41.329444444),Q156468
Texas,Wright County,http://www.wrightcounty.org,12972,Point(-93.735555555 42.733055555),Q491452
Texas,Appanoose County,http://www.appanoosecounty.net,12692,Point(-92.867222222 40.738055555),Q111921
Texas,Union County,http://www.unioncountyiowa.org,12583,Point(-94.241388888 41.025833333),Q485944
Texas,Chickasaw County,http://www.chickasawcoia.org,12321,Point(-92.318888888 43.06),Q113805
Texas,Grundy County,http://www.grundycounty.org,12314,Point(-92.7875 42.401666666),Q486139
Texas,Shelby County,http://www.shco.org,11961,Point(-95.312777777 41.681388888),Q485491
Texas,Cherokee County,http://www.cherokeecountyiowa.com,11945,Point(-95.624166666 42.734722222),Q111876
Texas,Lyon County,http://www.lyoncountyiowa.com,11712,Point(-96.216666666 43.383333333),Q485791
Texas,Louisa County,http://www.louisacountyiowa.org,11282,Point(-91.26 41.218055555),Q486011
Texas,Hancock County,http://www.hancockcountyia.org,11094,Point(-93.736388888 43.083333333),Q485448
Texas,Mitchell County,http://www.mitchellcoia.us,10709,Point(-92.789722222 43.355555555),Q485715
Texas,Mitchell County,http://www.mitchellcoia.us,10709,Point(-92.78903 43.35641),Q485715
Texas,Guthrie County,http://www.guthriecounty.org,10687,Point(-94.5 41.683333333),Q486352
Texas,Winnebago County,http://www.winnebagocountyia.org,10554,Point(-93.731944444 43.378888888),Q249638
Texas,Franklin County,http://co.franklin.ia.us,10548,Point(-93.2675 42.730833333),Q486174
Texas,Montgomery County,http://www.montgomerycountyiowa.com,10424,Point(-95.15638 41.03014),Q485969
Texas,Montgomery County,http://www.montgomerycountyiowa.com,10424,Point(-95.151388888 41.029166666),Q485969
Texas,Keokuk County,http://www.keokukcountyia.com,10329,Point(-92.179722222 41.336111111),Q485926
Texas,Sac County,http://www.saccounty.org,10071,Point(-95.112777777 42.381111111),Q156639
Texas,Emmet County,http://www.emmetcountyia.com,9996,Point(-94.6775 43.377222222),Q110482
Texas,Calhoun County,http://www.calhouncountyiowa.com,9926,Point(-94.647222222 42.386111111),Q111530
Texas,Humboldt County,http://www.humboldtcountyia.org,9688,Point(-94.204166666 42.777222222),Q485455
Texas,Howard County,http://www.howard-county.com,9526,Point(-92.315555555 43.3575),Q156647
Texas,Clarke County,http://www.clarkecountyiowa.org,9325,Point(-93.786388888 41.022777777),Q115298
Texas,Palo Alto County,http://paloaltocountyiowa.com/,9185,Point(-94.680833333 43.08),Q485799
Texas,Palo Alto County,http://paloaltocountyiowa.com/,9185,Point(-94.67814 43.08206),Q485799
Texas,Greene County,http://www.co.greene.ia.us,9139,Point(-94.395555555 42.035277777),Q488566
Texas,Davis County,http://www.daviscountyiowa.org,8791,Point(-92.413333333 40.744444444),Q113748
Texas,Decatur County,http://www.decaturcountyiowa.org/,8136,Point(-93.780833333 40.741388888),Q156634
Texas,Monroe County,http://monroecoia.us,8012,Point(-92.87 41.028333333),Q485984
Texas,Monroe County,http://monroecoia.us,8012,Point(-92.86899 41.02978),Q485984
Texas,Worth County,http://www.worthcounty.org,7541,Point(-93.257222222 43.378888888),Q485463
Texas,Adair County,http://www.adaircountyiowa.org,7472,Point(-94.471111111 41.330555555),Q115316
Texas,Van Buren County,http://vanburencoia.org,7436,Point(-91.951666666 40.75),Q182644
Texas,Pocahontas County,http://www.pocahontas-county.com,7154,Point(-94.6775 42.734444444),Q485950
Texas,Fremont County,http://www.co.fremont.ia.us,7080,Point(-95.608611111 40.743888888),Q486123
Texas,Wayne County,http://www.waynecountyiowa.com,6402,Point(-93.326666666 40.738055555),Q485460
Texas,Osceola County,http://osceolacountyia.org,6211,Point(-95.627777777 43.377777777),Q485795
Texas,Taylor County,http://www.taylorcountyiowa.org/,6161,Point(-94.6925 40.735833333),Q176068
Texas,Audubon County,http://www.auduboncounty.com,5873,Point(-94.908055555 41.684722222),Q111913
Texas,Ringgold County,http://www.ringgoldcounty.us/,5072,Point(-94.248055555 40.732222222),Q485752
Texas,Adams County,http://www.adamscountyia.com,3894,Point(-94.699166666 41.029166666),Q110768
Texas,Cook County,http://www.cookcountygov.com,5240700,Point(-87.716666666 41.8),Q108418
Texas,DuPage County,http://www.dupageco.org/,932126,Point(-88.083333333 41.833333333),Q109626
Texas,Lake County,http://www.lakecountyil.gov,703019,Point(-87.78 42.43),Q484263
Texas,Will County,http://www.willcountyillinois.com,682829,Point(-87.98 41.44),Q483942
Texas,Kane County,http://www.countyofkane.org/,523643,Point(-88.433333333 41.95),Q486112
Texas,McHenry County,http://www.co.mchenry.il.us,307409,Point(-88.45 42.32),Q487403
Texas,Winnebago County,http://www.wincoil.us/,290666,Point(-89.16 42.33),Q110606
Texas,Madison County,http://www.co.madison.il.us,267225,Point(-89.91 38.83),Q486448
Texas,St. Clair County,http://www.co.st-clair.il.us,266955,Point(-89.93 38.47),Q486507
Texas,Champaign County,http://www.co.champaign.il.us,204897,Point(-88.2 40.14),Q110187
Texas,Sangamon County,http://www.co.sangamon.il.us,199145,Point(-89.66 39.76),Q490994
Texas,Peoria County,http://www.co.peoria.il.us,188429,Point(-89.76 40.79),Q113079
Texas,McLean County,http://www.co.mclean.il.us,174647,Point(-88.85 40.49),Q111400
Texas,Rock Island County,http://www.co.rock-island.il.us,147258,Point(-90.57 41.47),Q491004
Texas,Tazewell County,http://www.tazewell.com,136352,Point(-89.51 40.51),Q494560
Texas,Kendall County,http://www.co.kendall.il.us,119348,Point(-88.43 41.59),Q112512
Texas,LaSalle County,http://www.lasallecounty.org,112183,Point(-88.8425 41.345556),Q487003
Texas,Kankakee County,http://www.co.kankakee.il.us,112120,Point(-87.86 41.14),Q494485
Texas,Macon County,http://www.co.macon.il.us,109278,Point(-88.96 39.86),Q115324
Texas,DeKalb County,http://dekalbcounty.org/,104741,Point(-88.77 41.89),Q111613
Texas,Vermilion County,http://www.co.vermilion.il.us,80329,Point(-87.74 40.18),Q484273
Texas,Adams County,http://www.co.adams.il.us,67130,Point(-91.19 39.99),Q108798
Texas,Williamson County,http://www.williamsoncountyil.gov/,66924,Point(-88.93 37.73),Q486453
Texas,Jackson County,http://www.co.jackson.il.us,59814,Point(-89.38 37.79),Q486471
Texas,Whiteside County,http://www.whiteside.org,57557,Point(-89.91 41.75),Q490972
Texas,Boone County,http://www.boonecountyil.org,53957,Point(-88.81 42.33),Q109756
Texas,Coles County,http://www.co.coles.il.us,53697,Point(-88.22 39.51),Q112137
Texas,Ogle County,http://www.oglecounty.org,52385,Point(-89.32 42.04),Q488560
Texas,Knox County,http://www.knoxcountyil.com,52078,Point(-90.21 40.93),Q494552
Texas,Grundy County,http://www.grundyco.org,50228,Point(-88.43 41.29),Q261380
Texas,Henry County,http://www.henrycty.com/,49860,Point(-90.14 41.35),Q486328
Texas,Macoupin County,http://www.macoupincountyil.gov,46880,Point(-89.92 39.26),Q491447
Texas,Stephenson County,http://www.co.stephenson.il.us,46740,Point(-89.67 42.35),Q491032
Texas,Woodford County,http://www.woodford-county.org/,39273,Point(-89.21 40.79),Q156437
Texas,Franklin County,http://www.franklincountyil.gov,39202,Point(-88.92 37.99),Q486491
Texas,Jefferson County,http://www.jeffersoncountyillinois.com/,38644,Point(-88.92 38.3),Q486440
Texas,Livingston County,http://www.livingstoncounty-il.org/wordpress/,38186,Point(-88.56 40.89),Q429814
Texas,Clinton County,https://www.clintonco.illinois.gov/,37907,Point(-89.42 38.61),Q110555
Texas,Fulton County,http://www.fultonco.org,36346,Point(-90.21 40.48),Q490999
Texas,Lee County,http://www.countyoflee.org,34858,Point(-89.3 41.75),Q491035
Texas,Effingham County,http://www.co.effingham.il.us,34307,Point(-88.59 39.06),Q110561
Texas,Christian County,https://christiancountyil.com/,34298,Point(-89.28 39.55),Q111686
Texas,Bureau County,http://www.bureaucounty-il.us/,34056,Point(-89.53 41.41),Q109518
Texas,Monroe County,http://www.monroecountyil.org,33493,Point(-90.18 38.28),Q488522
Texas,Randolph County,http://www.randolphco.org,32890,Point(-89.82 38.05),Q486499
Texas,McDonough County,http://www.outfitters.com/illinois/mcdonough,32464,Point(-90.68 40.46),Q500758
Texas,Logan County,http://www.co.logan.il.us,29964,Point(-89.36 40.13),Q490980
